LI-8200,CHAMBER,LI-8200,,LI-7810,LI-7810,LI-8200
DOY initial_value,TA initial_value,PA initial_value,VOLUME_TOTAL,FCO2_DRY,FCO2_DRY LIN,LABEL
[#],[C],[kPa],[cm+3],[umol+1m-2s-1],[umol+1m-2s-1],[#]
106.592440,12.514500,101.620000,6835.060000,2.918800,2.830680,2
106.593430,12.940910,101.630000,6835.060000,0.000000,0.000000,2
106.594780,12.565610,101.620000,6835.060000,3.333290,2.422770,3
106.595780,12.971740,101.630000,6835.060000,2.312540,1.975900,3
106.596980,13.388300,101.590000,6835.060000,2.070190,1.473470,4
106.597960,13.174280,101.580000,6835.060000,1.693310,1.693310,4
106.599130,13.024080,101.590000,6835.060000,3.033340,2.411070,5
106.600120,13.594820,101.580000,6835.060000,2.766290,2.567510,5
106.601320,13.281880,101.600000,6835.060000,4.498730,3.418220,6
106.602330,14.243230,101.600000,6835.060000,4.220350,3.058330,6
106.603470,13.955540,101.610000,6835.060000,3.690230,2.863110,7
106.604470,14.589850,101.600000,6835.060000,3.928600,2.711490,7
106.605590,14.078940,101.600000,6835.060000,3.249230,2.476190,8
106.606570,14.725010,101.610000,6835.060000,2.855790,2.018080,8
106.607750,13.618820,101.620000,6835.060000,2.891830,2.217050,9
106.608750,13.765230,101.620000,6835.060000,3.420100,2.518000,9
106.609970,13.362600,101.610000,6835.060000,3.942920,2.878680,10
106.610950,13.886340,101.600000,6835.060000,3.151090,2.533500,10
106.612050,13.745780,101.600000,6835.060000,4.454910,2.772220,11
106.613030,13.895570,101.600000,6835.060000,3.443540,3.443540,11
106.614200,13.719220,101.590000,6835.060000,0.936410,0.936410,12
106.615190,14.332830,101.590000,6835.060000,4.813150,0.619460,12
106.616370,13.757930,101.580000,6835.060000,4.029240,2.581430,13
106.617360,14.901050,101.590000,6835.060000,3.109370,1.702110,13
106.618560,13.771000,101.570000,6835.060000,3.471630,3.106850,14
106.619560,14.405090,101.580000,6835.060000,3.481550,2.954810,14
106.620670,14.395610,101.580000,6835.060000,3.437460,3.053460,15
106.621670,14.439070,101.570000,6835.060000,3.903480,2.862750,15
106.625490,15.072670,101.560000,6835.060000,2.208100,1.990270,16
106.626480,15.317840,101.540000,6835.060000,0.000000,0.000000,16
106.631340,15.349880,101.530000,6835.060000,3.069220,3.069220,17
106.632340,14.848730,101.520000,6835.060000,3.015790,2.701840,17
106.633750,13.200160,101.540000,6835.060000,3.619420,2.538780,18
106.634750,13.195590,101.540000,6835.060000,3.129570,2.066600,18
106.636230,12.172570,101.530000,6835.060000,1.556660,1.137760,19
106.637210,13.111860,101.520000,6835.060000,4.814120,1.364940,19
106.638530,13.006940,101.520000,6835.060000,0.000000,0.000000,20
106.639530,14.195230,101.520000,6835.060000,9.095680,2.108500,20
106.640910,12.671950,101.520000,6835.060000,3.810210,2.295050,21
106.641900,13.219200,101.510000,6835.060000,3.418190,2.688100,21
106.643190,13.468850,101.510000,6835.060000,3.365940,1.298320,22
106.644180,13.479660,101.500000,6835.060000,3.022760,1.937850,22
106.645530,12.642180,101.510000,6835.060000,2.704830,1.895700,23
106.646520,12.512440,101.520000,6835.060000,2.816880,1.938340,23
106.648800,13.346100,101.500000,6835.060000,2.314310,2.115680,24
106.649780,14.055020,101.490000,6835.060000,2.440380,1.987840,24
106.651190,13.699910,101.480000,6835.060000,0.825550,0.557020,29
106.652190,14.541150,101.490000,6835.060000,1.846050,1.554260,29
106.658150,13.157700,101.480000,6835.060000,2.342520,0.963420,30
106.659130,13.421480,101.480000,6835.060000,1.364070,1.042640,30
106.660270,13.217520,101.460000,6835.060000,1.982800,0.969570,31
106.661250,13.504660,101.440000,6835.060000,0.800150,0.460320,31
106.662370,12.584100,101.480000,6835.060000,1.644970,1.644970,32
106.663370,13.075520,101.470000,6835.060000,1.394160,1.079020,32
106.665020,12.776300,101.470000,6835.060000,2.894400,1.731930,33
106.666010,13.069750,101.470000,6835.060000,4.063130,1.741730,33
106.667160,13.118590,101.460000,6835.060000,5.481430,1.997180,34
106.668150,13.602450,101.460000,6835.060000,2.466350,2.064300,34
106.669340,12.716370,101.470000,6835.060000,2.644160,1.719630,35
106.670340,13.232880,101.470000,6835.060000,2.117860,1.782660,35
106.671480,12.393000,101.470000,6835.060000,0.000000,0.000000,36
106.672470,12.268290,101.480000,6835.060000,2.175530,1.773530,36
106.673780,11.299710,101.490000,6835.060000,0.574550,0.574550,37
106.674770,11.634950,101.480000,6835.060000,2.061110,1.153540,37
106.675960,11.751740,101.480000,6835.060000,0.000000,0.000000,38
106.676960,12.022670,101.480000,6835.060000,2.278660,1.733940,38
106.678820,12.019670,101.480000,6835.060000,3.147740,1.554810,39
106.679810,11.775860,101.480000,6835.060000,1.917170,1.917170,39
106.681170,11.843380,101.470000,6835.060000,1.137870,1.137870,40
106.682160,11.874330,101.450000,6835.060000,1.189310,0.740060,40
106.683370,12.019100,101.470000,6835.060000,2.941070,2.238480,41
106.684360,12.253800,101.460000,6835.060000,0.000000,0.000000,41
106.685470,12.036070,101.460000,6835.060000,4.673810,2.896780,42
106.686460,12.129290,101.460000,6835.060000,3.255370,2.194740,42
106.687600,12.160350,101.460000,6835.060000,3.488760,1.059030,43
106.688600,12.071550,101.460000,6835.060000,1.027490,1.027490,43
106.690200,11.812080,101.480000,6835.060000,2.725880,1.564580,44
106.691180,12.273170,101.460000,6835.060000,1.771840,1.415590,44
106.692430,12.251000,101.460000,6835.060000,6.219180,2.373680,45
106.693410,12.360160,101.470000,6835.060000,0.000000,0.000000,45
106.694510,12.375360,101.450000,6835.060000,4.172460,3.685580,46
106.695510,12.429820,101.450000,6835.060000,4.617610,3.419990,46
106.696670,12.247360,101.440000,6835.060000,3.118900,1.543270,47
106.697650,12.289960,101.460000,6835.060000,2.253130,1.739030,47
106.698730,11.932190,101.470000,6835.060000,0.000000,0.000000,48
106.699720,12.005850,101.460000,6835.060000,3.849240,2.430570,48
106.701810,12.194100,101.450000,6835.060000,0.000000,0.000000,25
106.702800,12.267570,101.460000,6835.060000,3.097690,2.035570,25
106.704180,12.233490,101.460000,6835.060000,3.350990,0.589660,26
106.705160,12.811610,101.450000,6835.060000,0.813970,0.813970,26
106.706520,12.258040,101.450000,6835.060000,2.208270,1.500780,27
106.707500,12.406490,101.460000,6835.060000,2.809590,1.737710,27
106.709870,12.022930,101.460000,6835.060000,5.171380,2.158370,28
106.710860,12.385340,101.460000,6835.060000,4.036550,1.807630,28
