Timestamp,Round,Collar,Port,Plot,Group,Treatment,LI8100A_Port,Flux,value
2021-08-19T08:32:45Z,0,4,1,Control,1,45 µm,NA,CH4,-60.6929
2021-08-19T08:32:45Z,0,4,1,Control,1,45 µm,NA,CO2,-7.83666
2021-08-19T08:33:55Z,0,4,2,Control,1,45 µm,NA,CH4,-0.0914527
2021-08-19T08:33:55Z,0,4,2,Control,1,45 µm,NA,CO2,13.0091
2021-08-19T08:36:19Z,0,2,1,Control,1,Disturbance,NA,CH4,-3.66452
2021-08-19T08:36:19Z,0,2,1,Control,1,Disturbance,NA,CO2,30.9592
2021-08-19T08:37:44Z,0,2,2,Control,1,Disturbance,NA,CH4,-1.1006
2021-08-19T08:37:44Z,0,2,2,Control,1,Disturbance,NA,CO2,13.0069
2021-08-19T08:40:16Z,0,3,1,Control,1,1 µm,NA,CH4,-0.761374
2021-08-19T08:40:16Z,0,3,1,Control,1,1 µm,NA,CO2,13.9554
2021-08-19T08:43:52Z,0,1,1,Control,1,Control,NA,CH4,-2.41786
2021-08-19T08:43:52Z,0,1,1,Control,1,Control,NA,CO2,19.716
2021-08-19T08:45:17Z,0,1,2,Control,1,Control,NA,CH4,-1.10968
2021-08-19T08:45:17Z,0,1,2,Control,1,Control,NA,CO2,11.6314
2021-08-19T08:48:06Z,0,5,1,Control,2,Control,NA,CH4,-2.53573
2021-08-19T08:48:06Z,0,5,1,Control,2,Control,NA,CO2,21.96
2021-08-19T08:49:32Z,0,5,2,Control,2,Control,NA,CH4,-1.96428
2021-08-19T08:49:32Z,0,5,2,Control,2,Control,NA,CO2,14.1136
2021-08-19T08:52:26Z,0,6,1,Control,2,Disturbance,NA,CH4,-2.34236
2021-08-19T08:52:26Z,0,6,1,Control,2,Disturbance,NA,CO2,26.0108
2021-08-19T08:53:52Z,0,6,2,Control,2,Disturbance,NA,CH4,-1.51815
2021-08-19T08:53:52Z,0,6,2,Control,2,Disturbance,NA,CO2,14.0279
2021-08-19T08:56:58Z,0,7,1,Control,2,1 µm,NA,CH4,-1.45559
2021-08-19T08:56:58Z,0,7,1,Control,2,1 µm,NA,CO2,17.7267
2021-08-19T08:58:24Z,0,7,2,Control,2,1 µm,NA,CH4,-0.652567
2021-08-19T08:58:24Z,0,7,2,Control,2,1 µm,NA,CO2,10.3749
2021-08-19T09:01:35Z,0,8,1,Control,2,45 µm,NA,CH4,-2.06565
2021-08-19T09:01:35Z,0,8,1,Control,2,45 µm,NA,CO2,17.0687
2021-08-19T09:03:01Z,0,8,2,Control,2,45 µm,NA,CH4,-1.9101
2021-08-19T09:03:01Z,0,8,2,Control,2,45 µm,NA,CO2,12.6556
2021-08-19T09:06:10Z,0,10,1,Control,3,Disturbance,NA,CH4,-0.337105
2021-08-19T09:06:10Z,0,10,1,Control,3,Disturbance,NA,CO2,9.03733
2021-08-19T09:07:35Z,0,10,2,Control,3,Disturbance,NA,CH4,-0.26472
2021-08-19T09:07:35Z,0,10,2,Control,3,Disturbance,NA,CO2,10.8647
2021-08-19T09:09:28Z,0,12,1,Control,3,45 µm,NA,CH4,0.554986
2021-08-19T09:09:28Z,0,12,1,Control,3,45 µm,NA,CO2,14.5715
2021-08-19T09:10:53Z,0,12,2,Control,3,45 µm,NA,CH4,-0.0207186
2021-08-19T09:10:53Z,0,12,2,Control,3,45 µm,NA,CO2,5.88732
2021-08-19T09:13:07Z,0,9,1,Control,3,Control,NA,CH4,-2.3703
2021-08-19T09:13:07Z,0,9,1,Control,3,Control,NA,CO2,53.0487
2021-08-19T09:14:32Z,0,9,2,Control,3,Control,NA,CH4,-1.1335
2021-08-19T09:14:32Z,0,9,2,Control,3,Control,NA,CO2,24.5853
2021-08-19T09:17:24Z,0,11,1,Control,3,1 µm,NA,CH4,0.084432
2021-08-19T09:17:24Z,0,11,1,Control,3,1 µm,NA,CO2,2.41278
2021-08-19T09:18:49Z,0,11,2,Control,3,1 µm,NA,CH4,0.131303
2021-08-19T09:18:49Z,0,11,2,Control,3,1 µm,NA,CO2,2.57194
2021-08-19T09:21:46Z,0,13,1,Control,4,Control,NA,CH4,-1.42255
2021-08-19T09:21:46Z,0,13,1,Control,4,Control,NA,CO2,14.4274
2021-08-19T09:23:11Z,0,13,2,Control,4,Control,NA,CH4,-1.09152
2021-08-19T09:23:11Z,0,13,2,Control,4,Control,NA,CO2,10.818
2021-08-19T09:26:03Z,0,14,1,Control,4,Disturbance,NA,CH4,-7.05987
2021-08-19T09:26:03Z,0,14,1,Control,4,Disturbance,NA,CO2,36.2676
2021-08-19T09:27:28Z,0,14,2,Control,4,Disturbance,NA,CH4,-1.41747
2021-08-19T09:27:28Z,0,14,2,Control,4,Disturbance,NA,CO2,12.7747
2021-08-19T09:30:57Z,0,15,1,Control,4,1 µm,NA,CH4,-4.58068
2021-08-19T09:30:57Z,0,15,1,Control,4,1 µm,NA,CO2,50.3025
2021-08-19T09:32:23Z,0,15,2,Control,4,1 µm,NA,CH4,-0.848044
2021-08-19T09:32:23Z,0,15,2,Control,4,1 µm,NA,CO2,20.1297
2021-08-19T09:35:13Z,0,16,1,Control,4,45 µm,NA,CH4,0.581625
2021-08-19T09:35:13Z,0,16,1,Control,4,45 µm,NA,CO2,6.34266
2021-08-19T09:36:38Z,0,16,2,Control,4,45 µm,NA,CH4,0.370256
2021-08-19T09:36:38Z,0,16,2,Control,4,45 µm,NA,CO2,3.91675
2021-08-19T09:42:48Z,0,17,1,Salt,5,Control,NA,CH4,-1.57531
2021-08-19T09:42:48Z,0,17,1,Salt,5,Control,NA,CO2,27.711
2021-08-19T09:44:14Z,0,17,2,Salt,5,Control,NA,CH4,-0.780759
2021-08-19T09:44:14Z,0,17,2,Salt,5,Control,NA,CO2,12.3357
2021-08-19T09:46:34Z,0,18,1,Salt,5,Disturbance,NA,CH4,-1.55454
2021-08-19T09:46:34Z,0,18,1,Salt,5,Disturbance,NA,CO2,18.4009
2021-08-19T09:47:59Z,0,18,2,Salt,5,Disturbance,NA,CH4,-1.23745
2021-08-19T09:47:59Z,0,18,2,Salt,5,Disturbance,NA,CO2,15.1448
2021-08-19T09:50:14Z,0,19,1,Salt,5,1 µm,NA,CH4,-0.165546
2021-08-19T09:50:14Z,0,19,1,Salt,5,1 µm,NA,CO2,8.52191
2021-08-19T09:51:39Z,0,19,2,Salt,5,1 µm,NA,CH4,-0.180091
2021-08-19T09:51:39Z,0,19,2,Salt,5,1 µm,NA,CO2,7.34425
2021-08-19T09:53:49Z,0,20,1,Salt,5,45 µm,NA,CH4,-0.777194
2021-08-19T09:53:49Z,0,20,1,Salt,5,45 µm,NA,CO2,22.7006
2021-08-19T09:55:15Z,0,20,2,Salt,5,45 µm,NA,CH4,-0.561672
2021-08-19T09:55:15Z,0,20,2,Salt,5,45 µm,NA,CO2,16.4108
2021-08-19T09:58:30Z,0,21,1,Salt,6,Control,NA,CH4,-1.1833
2021-08-19T09:58:30Z,0,21,1,Salt,6,Control,NA,CO2,26.9787
2021-08-19T09:59:56Z,0,21,2,Salt,6,Control,NA,CH4,-0.940616
2021-08-19T09:59:56Z,0,21,2,Salt,6,Control,NA,CO2,11.2022
2021-08-19T10:03:30Z,0,24,1,Salt,6,45 µm,NA,CH4,-1.64581
2021-08-19T10:03:30Z,0,24,1,Salt,6,45 µm,NA,CO2,18.7733
2021-08-19T10:04:56Z,0,24,2,Salt,6,45 µm,NA,CH4,-0.418505
2021-08-19T10:04:56Z,0,24,2,Salt,6,45 µm,NA,CO2,8.72651
2021-08-19T10:09:00Z,0,23,2,Salt,6,1 µm,NA,CH4,40.4743
2021-08-19T10:09:00Z,0,23,2,Salt,6,1 µm,NA,CO2,10.3757
2021-08-19T10:11:41Z,0,22,1,Salt,6,Disturbance,NA,CH4,3.84373
2021-08-19T10:11:41Z,0,22,1,Salt,6,Disturbance,NA,CO2,26.5225
2021-08-19T10:13:06Z,0,22,2,Salt,6,Disturbance,NA,CH4,-0.432028
2021-08-19T10:13:06Z,0,22,2,Salt,6,Disturbance,NA,CO2,13.047
2021-08-19T10:18:40Z,0,28,1,Salt,7,45 µm,NA,CH4,-0.141928
2021-08-19T10:18:40Z,0,28,1,Salt,7,45 µm,NA,CO2,7.77263
2021-08-19T10:20:05Z,0,28,2,Salt,7,45 µm,NA,CH4,-0.149482
2021-08-19T10:20:05Z,0,28,2,Salt,7,45 µm,NA,CO2,7.36897
2021-08-19T10:44:14Z,0,26,1,Salt,7,Disturbance,NA,CH4,-2.3413
2021-08-19T10:44:14Z,0,26,1,Salt,7,Disturbance,NA,CO2,27.6009
2021-08-19T10:45:39Z,0,26,2,Salt,7,Disturbance,NA,CH4,-7.61725
2021-08-19T10:45:39Z,0,26,2,Salt,7,Disturbance,NA,CO2,15.5909
2021-08-19T10:47:48Z,0,25,1,Salt,7,Control,NA,CH4,-0.252291
2021-08-19T10:47:48Z,0,25,1,Salt,7,Control,NA,CO2,18.9271
2021-08-19T10:49:14Z,0,25,2,Salt,7,Control,NA,CH4,-0.427556
2021-08-19T10:49:14Z,0,25,2,Salt,7,Control,NA,CO2,8.81369
2021-08-19T10:51:32Z,0,27,1,Salt,7,1 µm,NA,CH4,-0.0948791
2021-08-19T10:51:32Z,0,27,1,Salt,7,1 µm,NA,CO2,18.8864
2021-08-19T10:52:57Z,0,27,2,Salt,7,1 µm,NA,CH4,-0.176492
2021-08-19T10:52:57Z,0,27,2,Salt,7,1 µm,NA,CO2,10.1339
2021-08-19T10:57:30Z,0,30,1,Salt,8,Disturbance,NA,CH4,-0.852192
2021-08-19T10:57:30Z,0,30,1,Salt,8,Disturbance,NA,CO2,15.7828
2021-08-19T10:58:55Z,0,30,2,Salt,8,Disturbance,NA,CH4,-0.606589
2021-08-19T10:58:55Z,0,30,2,Salt,8,Disturbance,NA,CO2,7.65465
2021-08-19T11:01:27Z,0,31,1,Salt,8,1 µm,NA,CH4,-0.260873
2021-08-19T11:01:27Z,0,31,1,Salt,8,1 µm,NA,CO2,12.2552
2021-08-19T11:02:53Z,0,31,2,Salt,8,1 µm,NA,CH4,-0.134607
2021-08-19T11:02:53Z,0,31,2,Salt,8,1 µm,NA,CO2,5.59383
2021-08-19T11:05:03Z,0,29,1,Salt,8,Control,NA,CH4,-0.303596
2021-08-19T11:05:03Z,0,29,1,Salt,8,Control,NA,CO2,13.8487
2021-08-19T11:06:28Z,0,29,2,Salt,8,Control,NA,CH4,-8.43954
2021-08-19T11:06:28Z,0,29,2,Salt,8,Control,NA,CO2,9.40794
2021-08-19T11:09:13Z,0,32,1,Salt,8,45 µm,NA,CH4,0.221654
2021-08-19T11:09:13Z,0,32,1,Salt,8,45 µm,NA,CO2,11.3486
2021-08-19T11:10:39Z,0,32,2,Salt,8,45 µm,NA,CH4,-0.190004
2021-08-19T11:10:39Z,0,32,2,Salt,8,45 µm,NA,CO2,8.75019
2021-08-19T11:13:53Z,0,36,1,Fresh,9,45 µm,NA,CH4,-1.10487
2021-08-19T11:13:53Z,0,36,1,Fresh,9,45 µm,NA,CO2,12.148
2021-08-19T11:15:19Z,0,36,2,Fresh,9,45 µm,NA,CH4,-0.559555
2021-08-19T11:15:19Z,0,36,2,Fresh,9,45 µm,NA,CO2,8.57276
2021-08-19T11:17:47Z,0,34,1,Fresh,9,Disturbance,NA,CH4,-0.739959
2021-08-19T11:17:47Z,0,34,1,Fresh,9,Disturbance,NA,CO2,15.1848
2021-08-19T11:19:13Z,0,34,2,Fresh,9,Disturbance,NA,CH4,-0.353206
2021-08-19T11:19:13Z,0,34,2,Fresh,9,Disturbance,NA,CO2,10.7274
2021-08-19T11:21:16Z,0,35,1,Fresh,9,1 µm,NA,CH4,0.418195
2021-08-19T11:21:16Z,0,35,1,Fresh,9,1 µm,NA,CO2,3.95302
2021-08-19T11:22:41Z,0,35,2,Fresh,9,1 µm,NA,CH4,0.359175
2021-08-19T11:22:41Z,0,35,2,Fresh,9,1 µm,NA,CO2,3.4931
2021-08-19T11:24:37Z,0,33,1,Fresh,9,Control,NA,CH4,-0.986784
2021-08-19T11:24:37Z,0,33,1,Fresh,9,Control,NA,CO2,20.7732
2021-08-19T11:26:02Z,0,33,2,Fresh,9,Control,NA,CH4,-0.654254
2021-08-19T11:26:02Z,0,33,2,Fresh,9,Control,NA,CO2,8.14288
2021-08-19T11:28:23Z,0,37,1,Fresh,10,Control,NA,CH4,-1.1571
2021-08-19T11:28:23Z,0,37,1,Fresh,10,Control,NA,CO2,13.9448
2021-08-19T11:29:48Z,0,37,2,Fresh,10,Control,NA,CH4,0.106681
2021-08-19T11:29:48Z,0,37,2,Fresh,10,Control,NA,CO2,9.59805
2021-08-19T11:44:12Z,0,39,2,Fresh,10,1 µm,NA,CH4,-0.371366
2021-08-19T11:44:12Z,0,39,2,Fresh,10,1 µm,NA,CO2,10.2163
2021-08-19T11:47:01Z,0,38,1,Fresh,10,Disturbance,NA,CH4,-0.951587
2021-08-19T11:47:01Z,0,38,1,Fresh,10,Disturbance,NA,CO2,16.5341
2021-08-19T11:48:26Z,0,38,2,Fresh,10,Disturbance,NA,CH4,-2.55532
2021-08-19T11:48:26Z,0,38,2,Fresh,10,Disturbance,NA,CO2,11.1948
2021-08-19T11:50:18Z,0,40,1,Fresh,10,45 µm,NA,CH4,-0.998715
2021-08-19T11:50:18Z,0,40,1,Fresh,10,45 µm,NA,CO2,19.0972
2021-08-19T11:51:44Z,0,40,2,Fresh,10,45 µm,NA,CH4,-0.728889
2021-08-19T11:51:44Z,0,40,2,Fresh,10,45 µm,NA,CO2,11.5761
2021-08-19T11:53:57Z,0,43,1,Fresh,11,1 µm,NA,CH4,-0.497545
2021-08-19T11:53:57Z,0,43,1,Fresh,11,1 µm,NA,CO2,12.2303
2021-08-19T11:55:22Z,0,43,2,Fresh,11,1 µm,NA,CH4,-0.481974
2021-08-19T11:55:22Z,0,43,2,Fresh,11,1 µm,NA,CO2,6.60528
2021-08-19T11:57:36Z,0,42,1,Fresh,11,Disturbance,NA,CH4,-0.578784
2021-08-19T11:57:36Z,0,42,1,Fresh,11,Disturbance,NA,CO2,6.6148
2021-08-19T11:59:02Z,0,42,2,Fresh,11,Disturbance,NA,CH4,-0.598932
2021-08-19T11:59:02Z,0,42,2,Fresh,11,Disturbance,NA,CO2,6.20808
2021-08-19T12:00:49Z,0,44,1,Fresh,11,45 µm,NA,CH4,-0.710593
2021-08-19T12:00:49Z,0,44,1,Fresh,11,45 µm,NA,CO2,7.88396
2021-08-19T12:02:15Z,0,44,2,Fresh,11,45 µm,NA,CH4,-0.235904
2021-08-19T12:02:15Z,0,44,2,Fresh,11,45 µm,NA,CO2,5.93556
2021-08-19T12:04:54Z,0,41,1,Fresh,11,Control,NA,CH4,-0.740487
2021-08-19T12:04:54Z,0,41,1,Fresh,11,Control,NA,CO2,8.64071
2021-08-19T12:06:19Z,0,41,2,Fresh,11,Control,NA,CH4,-0.593918
2021-08-19T12:06:19Z,0,41,2,Fresh,11,Control,NA,CO2,6.83362
2021-08-19T12:08:47Z,0,45,1,Fresh,12,Control,NA,CH4,-0.45323599999999997
2021-08-19T12:08:47Z,0,45,1,Fresh,12,Control,NA,CO2,15.0557
2021-08-19T12:10:13Z,0,45,2,Fresh,12,Control,NA,CH4,-0.383134
2021-08-19T12:10:13Z,0,45,2,Fresh,12,Control,NA,CO2,7.76121
2021-08-19T12:12:09Z,0,46,1,Fresh,12,Disturbance,NA,CH4,-0.969656
2021-08-19T12:12:09Z,0,46,1,Fresh,12,Disturbance,NA,CO2,9.15311
2021-08-19T12:15:41Z,0,48,1,Fresh,12,45 µm,NA,CH4,-0.53234
2021-08-19T12:15:41Z,0,48,1,Fresh,12,45 µm,NA,CO2,10.8114
2021-08-19T12:17:07Z,0,48,2,Fresh,12,45 µm,NA,CH4,-0.526311
2021-08-19T12:17:07Z,0,48,2,Fresh,12,45 µm,NA,CO2,9.21059
2021-08-19T12:19:02Z,0,47,1,Fresh,12,1 µm,NA,CH4,-0.565722
2021-08-19T12:19:02Z,0,47,1,Fresh,12,1 µm,NA,CO2,11.2735
2021-08-19T12:20:27Z,0,47,2,Fresh,12,1 µm,NA,CH4,-0.50114
2021-08-19T12:20:27Z,0,47,2,Fresh,12,1 µm,NA,CO2,8.03183
2021-08-24T15:13:08Z,1,47,1,Fresh,12,1 µm,NA,CH4,-0.812392
2021-08-24T15:13:08Z,1,47,1,Fresh,12,1 µm,NA,CO2,11.41
2021-08-24T15:14:34Z,1,47,2,Fresh,12,1 µm,NA,CH4,-0.718718
2021-08-24T15:14:34Z,1,47,2,Fresh,12,1 µm,NA,CO2,7.3367000000000004
2021-08-24T15:16:35Z,1,46,1,Fresh,12,Disturbance,NA,CH4,-1.33564
2021-08-24T15:16:35Z,1,46,1,Fresh,12,Disturbance,NA,CO2,9.92442
2021-08-24T15:18:00Z,1,46,2,Fresh,12,Disturbance,NA,CH4,-1.27081
2021-08-24T15:18:00Z,1,46,2,Fresh,12,Disturbance,NA,CO2,10.1164
2021-08-24T15:19:50Z,1,48,1,Fresh,12,45 µm,NA,CH4,-0.756436
2021-08-24T15:19:50Z,1,48,1,Fresh,12,45 µm,NA,CO2,11.402
2021-08-24T15:21:16Z,1,48,2,Fresh,12,45 µm,NA,CH4,-0.761324
2021-08-24T15:21:16Z,1,48,2,Fresh,12,45 µm,NA,CO2,9.26319
2021-08-24T15:23:07Z,1,45,1,Fresh,12,Control,NA,CH4,-1.39906
2021-08-24T15:23:07Z,1,45,1,Fresh,12,Control,NA,CO2,16.8118
2021-08-24T15:24:33Z,1,45,2,Fresh,12,Control,NA,CH4,-0.504019
2021-08-24T15:24:33Z,1,45,2,Fresh,12,Control,NA,CO2,7.06388
2021-08-24T15:26:41Z,1,42,1,Fresh,11,Disturbance,NA,CH4,-2.23236
2021-08-24T15:26:41Z,1,42,1,Fresh,11,Disturbance,NA,CO2,6.73686
2021-08-24T15:28:06Z,1,42,2,Fresh,11,Disturbance,NA,CH4,-0.897449
2021-08-24T15:28:06Z,1,42,2,Fresh,11,Disturbance,NA,CO2,6.62246
2021-08-24T15:29:47Z,1,44,1,Fresh,11,45 µm,NA,CH4,-0.586743
2021-08-24T15:29:47Z,1,44,1,Fresh,11,45 µm,NA,CO2,8.15795
2021-08-24T15:31:12Z,1,44,2,Fresh,11,45 µm,NA,CH4,-0.548742
2021-08-24T15:31:12Z,1,44,2,Fresh,11,45 µm,NA,CO2,5.75596
2021-08-24T15:33:05Z,1,43,1,Fresh,11,1 µm,NA,CH4,-0.773472
2021-08-24T15:33:05Z,1,43,1,Fresh,11,1 µm,NA,CO2,11.4104
2021-08-24T15:34:30Z,1,43,2,Fresh,11,1 µm,NA,CH4,-0.607063
2021-08-24T15:34:30Z,1,43,2,Fresh,11,1 µm,NA,CO2,6.38835
2021-08-24T15:36:18Z,1,41,1,Fresh,11,Control,NA,CH4,-0.854238
2021-08-24T15:36:18Z,1,41,1,Fresh,11,Control,NA,CO2,8.66947
2021-08-24T15:37:44Z,1,41,2,Fresh,11,Control,NA,CH4,-0.74838
2021-08-24T15:37:44Z,1,41,2,Fresh,11,Control,NA,CO2,7.47278
2021-08-24T15:39:41Z,1,40,1,Fresh,10,45 µm,NA,CH4,-1.11387
2021-08-24T15:39:41Z,1,40,1,Fresh,10,45 µm,NA,CO2,11.9841
2021-08-24T15:41:06Z,1,40,2,Fresh,10,45 µm,NA,CH4,-2.40043
2021-08-24T15:41:06Z,1,40,2,Fresh,10,45 µm,NA,CO2,9.6251
2021-08-24T15:42:57Z,1,38,1,Fresh,10,Disturbance,NA,CH4,-1.55719
2021-08-24T15:42:57Z,1,38,1,Fresh,10,Disturbance,NA,CO2,21.5634
2021-08-24T15:44:22Z,1,38,2,Fresh,10,Disturbance,NA,CH4,-0.84767
2021-08-24T15:44:22Z,1,38,2,Fresh,10,Disturbance,NA,CO2,13.3688
2021-08-24T15:46:15Z,1,39,1,Fresh,10,1 µm,NA,CH4,-0.503107
2021-08-24T15:46:15Z,1,39,1,Fresh,10,1 µm,NA,CO2,15.8266
2021-08-24T15:48:02Z,1,37,1,Fresh,10,Control,NA,CH4,-0.99977
2021-08-24T15:48:02Z,1,37,1,Fresh,10,Control,NA,CO2,16.8139
2021-08-24T15:50:06Z,1,35,1,Fresh,9,1 µm,NA,CH4,-0.0109666
2021-08-24T15:50:06Z,1,35,1,Fresh,9,1 µm,NA,CO2,2.83682
2021-08-24T15:51:30Z,1,35,2,Fresh,9,1 µm,NA,CH4,0.0446317
2021-08-24T15:51:30Z,1,35,2,Fresh,9,1 µm,NA,CO2,3.08047
2021-08-24T15:53:37Z,1,34,1,Fresh,9,Disturbance,NA,CH4,-0.766744
2021-08-24T15:53:37Z,1,34,1,Fresh,9,Disturbance,NA,CO2,26.3257
2021-08-24T15:55:02Z,1,34,2,Fresh,9,Disturbance,NA,CH4,-1.23079
2021-08-24T15:55:02Z,1,34,2,Fresh,9,Disturbance,NA,CO2,12.4456
2021-08-24T15:56:51Z,1,36,1,Fresh,9,45 µm,NA,CH4,-1.20392
2021-08-24T15:56:51Z,1,36,1,Fresh,9,45 µm,NA,CO2,19.3826
2021-08-24T15:58:16Z,1,36,2,Fresh,9,45 µm,NA,CH4,-1.0677
2021-08-24T15:58:16Z,1,36,2,Fresh,9,45 µm,NA,CO2,11.289
2021-08-24T16:00:05Z,1,33,1,Fresh,9,Control,NA,CH4,-0.635175
2021-08-24T16:00:05Z,1,33,1,Fresh,9,Control,NA,CO2,10.7449
2021-08-24T16:06:09Z,1,2,1,Control,1,Disturbance,NA,CH4,-6.59332
2021-08-24T16:06:09Z,1,2,1,Control,1,Disturbance,NA,CO2,38.4155
2021-08-24T16:07:33Z,1,2,2,Control,1,Disturbance,NA,CH4,-2.55149
2021-08-24T16:07:33Z,1,2,2,Control,1,Disturbance,NA,CO2,16.2857
2021-08-24T16:09:20Z,1,3,1,Control,1,1 µm,NA,CH4,-1.25573
2021-08-24T16:09:20Z,1,3,1,Control,1,1 µm,NA,CO2,17.0437
2021-08-24T16:10:45Z,1,3,2,Control,1,1 µm,NA,CH4,-1.13668
2021-08-24T16:10:45Z,1,3,2,Control,1,1 µm,NA,CO2,11.0961
2021-08-24T16:12:44Z,1,1,1,Control,1,Control,NA,CH4,-2.88895
2021-08-24T16:12:44Z,1,1,1,Control,1,Control,NA,CO2,25.5393
2021-08-24T16:14:09Z,1,1,2,Control,1,Control,NA,CH4,-1.23115
2021-08-24T16:14:09Z,1,1,2,Control,1,Control,NA,CO2,11.1725
2021-08-24T16:16:04Z,1,4,1,Control,1,45 µm,NA,CH4,-1.29777
2021-08-24T16:16:04Z,1,4,1,Control,1,45 µm,NA,CO2,25.542
2021-08-24T16:17:29Z,1,4,2,Control,1,45 µm,NA,CH4,-0.978311
2021-08-24T16:17:29Z,1,4,2,Control,1,45 µm,NA,CO2,13.8348
2021-08-24T16:19:53Z,1,5,1,Control,2,Control,NA,CH4,-3.5627
2021-08-24T16:19:53Z,1,5,1,Control,2,Control,NA,CO2,25.976
2021-08-24T16:21:18Z,1,5,2,Control,2,Control,NA,CH4,-1.65934
2021-08-24T16:21:18Z,1,5,2,Control,2,Control,NA,CO2,14.4321
2021-08-24T16:23:07Z,1,7,1,Control,2,1 µm,NA,CH4,-0.953809
2021-08-24T16:23:07Z,1,7,1,Control,2,1 µm,NA,CO2,12.8938
2021-08-24T16:24:32Z,1,7,2,Control,2,1 µm,NA,CH4,-0.874825
2021-08-24T16:24:32Z,1,7,2,Control,2,1 µm,NA,CO2,7.69513
2021-08-24T16:26:27Z,1,6,1,Control,2,Disturbance,NA,CH4,-2.41332
